entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_usd,mae_pips,equity,hold_bars
2026-01-28T08:45:00.000000000Z,2026-01-28T08:45:00.000000000Z,SHORT,1000.00,0.00,0.70004,0.70004,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.1200,0
2026-01-28T08:45:00.000000000Z,2026-01-28T09:45:00.000000000Z,SHORT,1000.00,1000.00,0.70004,0.69960,EXIT,FLIP,4.40,0.4400,-0.20,-3.6800,4
2026-01-28T09:45:00.000000000Z,2026-01-28T09:45:00.000000000Z,LONG,1000.00,0.00,0.69960,0.69960,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.6800,0
2026-01-28T09:45:00.000000000Z,2026-01-28T11:15:00.000000000Z,LONG,1000.00,1000.00,0.69960,0.70011,EXIT,FLIP,5.10,0.5100,-1.90,-3.1700,6
2026-01-28T11:15:00.000000000Z,2026-01-28T11:15:00.000000000Z,SHORT,1000.00,0.00,0.70011,0.70011,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.1700,0
2026-01-28T11:15:00.000000000Z,2026-01-28T12:30:00.000000000Z,SHORT,1000.00,1000.00,0.70011,0.70060,EXIT,FLIP,-4.90,-0.4900,-7.20,-3.6600,5
2026-01-28T12:30:00.000000000Z,2026-01-28T12:30:00.000000000Z,LONG,1000.00,0.00,0.70060,0.70060,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.6600,0
2026-01-28T12:30:00.000000000Z,2026-01-28T12:45:00.000000000Z,LONG,1000.00,1000.00,0.70060,0.70020,EXIT,FLIP,-4.00,-0.4000,-5.40,-4.0600,1
2026-01-28T12:45:00.000000000Z,2026-01-28T12:45:00.000000000Z,SHORT,1000.00,0.00,0.70020,0.70020,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.0600,0
2026-01-28T12:45:00.000000000Z,2026-01-28T14:15:00.000000000Z,SHORT,1000.00,1000.00,0.70020,0.69980,EXIT,FLIP,4.00,0.4000,-2.40,-3.6600,6
2026-01-28T14:15:00.000000000Z,2026-01-28T14:15:00.000000000Z,LONG,1000.00,0.00,0.69980,0.69980,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.6600,0
2026-01-28T14:15:00.000000000Z,2026-01-28T15:00:00.000000000Z,LONG,1000.00,1000.00,0.69980,0.69989,EXIT,FLIP,0.90,0.0900,-2.60,-3.5700,3
2026-01-28T15:00:00.000000000Z,2026-01-28T15:00:00.000000000Z,SHORT,1000.00,0.00,0.69989,0.69989,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.5700,0
2026-01-28T15:00:00.000000000Z,2026-01-28T15:15:00.000000000Z,SHORT,1000.00,300.00,0.69989,0.69789,TP1,TP1,6.00,0.6000,-7.00,-2.9700,2
