window_start,window_end,direction,move_pips,status,overlap_positions,same_dir_positions,opp_dir_positions
2026-03-05T18:15:00+00:00,2026-03-05T20:15:00+00:00,long,31.0,aligned,1,1,0
2026-03-05T19:15:00+00:00,2026-03-05T21:15:00+00:00,long,32.2,aligned,1,1,0
2026-03-05T19:30:00+00:00,2026-03-05T21:30:00+00:00,long,32.6,aligned,1,1,0
2026-03-05T19:45:00+00:00,2026-03-05T21:45:00+00:00,long,33.0,aligned,1,1,0
2026-03-06T07:30:00+00:00,2026-03-06T09:30:00+00:00,short,37.6,aligned,1,1,0
2026-03-06T07:45:00+00:00,2026-03-06T09:45:00+00:00,short,46.6,aligned,1,1,0
2026-03-06T08:00:00+00:00,2026-03-06T10:00:00+00:00,short,43.9,aligned,1,1,0
2026-03-06T08:15:00+00:00,2026-03-06T10:15:00+00:00,short,34.7,aligned,1,1,0
2026-03-06T08:30:00+00:00,2026-03-06T10:30:00+00:00,short,41.0,aligned,1,1,0
2026-03-06T08:45:00+00:00,2026-03-06T10:45:00+00:00,short,41.4,aligned,1,1,0
2026-03-06T11:30:00+00:00,2026-03-06T13:30:00+00:00,long,32.1,aligned,1,1,0
2026-03-06T11:45:00+00:00,2026-03-06T13:45:00+00:00,long,35.5,aligned,1,1,0
2026-03-06T12:00:00+00:00,2026-03-06T14:00:00+00:00,long,33.4,aligned,1,1,0
2026-03-06T13:00:00+00:00,2026-03-06T15:00:00+00:00,short,30.6,opposed_only,1,0,1
2026-03-06T13:15:00+00:00,2026-03-06T15:15:00+00:00,short,31.4,opposed_only,1,0,1
2026-03-06T13:30:00+00:00,2026-03-06T15:30:00+00:00,short,37.4,opposed_only,1,0,1
2026-03-06T13:45:00+00:00,2026-03-06T15:45:00+00:00,long,37.8,aligned,1,1,0
2026-03-06T14:00:00+00:00,2026-03-06T16:00:00+00:00,long,35.6,flat,0,0,0
2026-03-06T14:15:00+00:00,2026-03-06T16:15:00+00:00,long,32.2,flat,0,0,0
2026-03-06T14:30:00+00:00,2026-03-06T16:30:00+00:00,long,41.4,flat,0,0,0
2026-03-06T14:45:00+00:00,2026-03-06T16:45:00+00:00,long,39.4,flat,0,0,0
2026-03-06T20:00:00+00:00,2026-03-08T21:00:00+00:00,short,41.8,aligned,1,1,0
2026-03-06T20:15:00+00:00,2026-03-08T21:15:00+00:00,short,32.3,aligned,1,1,0
2026-03-06T20:30:00+00:00,2026-03-08T21:30:00+00:00,short,36.9,aligned,1,1,0
2026-03-06T20:45:00+00:00,2026-03-08T21:45:00+00:00,short,38.2,aligned,1,1,0
2026-03-06T21:00:00+00:00,2026-03-08T22:00:00+00:00,short,47.4,aligned,1,1,0
2026-03-06T21:15:00+00:00,2026-03-08T22:15:00+00:00,short,47.5,aligned,1,1,0
2026-03-06T21:30:00+00:00,2026-03-08T22:30:00+00:00,short,43.5,aligned,1,1,0
2026-03-06T21:45:00+00:00,2026-03-08T22:45:00+00:00,short,53.0,aligned,1,1,0
2026-03-09T00:45:00+00:00,2026-03-09T02:45:00+00:00,long,33.5,aligned,1,1,0
2026-03-09T01:00:00+00:00,2026-03-09T03:00:00+00:00,long,30.8,aligned,1,1,0
2026-03-09T01:15:00+00:00,2026-03-09T03:15:00+00:00,long,35.0,aligned,1,1,0
2026-03-09T01:45:00+00:00,2026-03-09T03:45:00+00:00,long,33.0,aligned,1,1,0
2026-03-09T03:15:00+00:00,2026-03-09T05:15:00+00:00,long,34.5,flat,0,0,0
2026-03-09T03:30:00+00:00,2026-03-09T05:30:00+00:00,long,37.0,flat,0,0,0
2026-03-09T03:45:00+00:00,2026-03-09T05:45:00+00:00,long,30.8,flat,0,0,0
2026-03-09T04:00:00+00:00,2026-03-09T06:00:00+00:00,long,30.0,flat,0,0,0
2026-03-09T08:00:00+00:00,2026-03-09T10:00:00+00:00,long,38.0,aligned,2,1,1
2026-03-09T08:15:00+00:00,2026-03-09T10:15:00+00:00,long,51.4,aligned,2,1,1
2026-03-09T08:30:00+00:00,2026-03-09T10:30:00+00:00,long,47.1,aligned,1,1,0
2026-03-09T08:45:00+00:00,2026-03-09T10:45:00+00:00,long,40.8,aligned,1,1,0
2026-03-09T09:00:00+00:00,2026-03-09T11:00:00+00:00,long,34.8,aligned,1,1,0
2026-03-09T12:45:00+00:00,2026-03-09T14:45:00+00:00,long,32.8,opposed_only,1,0,1
2026-03-09T17:15:00+00:00,2026-03-09T19:15:00+00:00,long,40.5,opposed_only,1,0,1
2026-03-09T17:30:00+00:00,2026-03-09T19:30:00+00:00,long,43.0,opposed_only,1,0,1
2026-03-09T17:45:00+00:00,2026-03-09T19:45:00+00:00,long,44.5,opposed_only,1,0,1
2026-03-09T18:00:00+00:00,2026-03-09T20:00:00+00:00,long,38.8,opposed_only,1,0,1
2026-03-09T18:15:00+00:00,2026-03-09T20:15:00+00:00,long,38.5,opposed_only,1,0,1
2026-03-09T18:30:00+00:00,2026-03-09T20:30:00+00:00,long,36.3,opposed_only,1,0,1
2026-03-09T18:45:00+00:00,2026-03-09T20:45:00+00:00,long,36.8,opposed_only,1,0,1
2026-03-09T19:00:00+00:00,2026-03-09T21:00:00+00:00,long,32.2,opposed_only,1,0,1
2026-03-10T04:15:00+00:00,2026-03-10T06:15:00+00:00,long,33.6,flat,0,0,0
2026-03-10T04:30:00+00:00,2026-03-10T06:30:00+00:00,long,37.3,flat,0,0,0
2026-03-10T04:45:00+00:00,2026-03-10T06:45:00+00:00,long,37.7,flat,0,0,0
2026-03-10T05:00:00+00:00,2026-03-10T07:00:00+00:00,long,39.6,flat,0,0,0
2026-03-10T05:15:00+00:00,2026-03-10T07:15:00+00:00,long,51.5,flat,0,0,0
2026-03-10T05:30:00+00:00,2026-03-10T07:30:00+00:00,long,56.0,flat,0,0,0
2026-03-10T05:45:00+00:00,2026-03-10T07:45:00+00:00,long,43.1,flat,0,0,0
2026-03-10T06:00:00+00:00,2026-03-10T08:00:00+00:00,long,32.9,flat,0,0,0
2026-03-10T12:45:00+00:00,2026-03-10T14:45:00+00:00,long,32.2,opposed_only,1,0,1
2026-03-10T13:00:00+00:00,2026-03-10T15:00:00+00:00,long,32.5,opposed_only,1,0,1
2026-03-10T13:15:00+00:00,2026-03-10T15:15:00+00:00,long,30.3,opposed_only,1,0,1
2026-03-10T13:30:00+00:00,2026-03-10T15:30:00+00:00,long,35.3,flat,0,0,0
2026-03-10T13:45:00+00:00,2026-03-10T15:45:00+00:00,long,40.1,flat,0,0,0
2026-03-10T14:00:00+00:00,2026-03-10T16:00:00+00:00,long,40.2,flat,0,0,0
2026-03-10T14:15:00+00:00,2026-03-10T16:15:00+00:00,long,31.8,flat,0,0,0
2026-03-10T17:00:00+00:00,2026-03-10T19:00:00+00:00,short,33.2,aligned,1,1,0
2026-03-10T17:15:00+00:00,2026-03-10T19:15:00+00:00,short,42.3,aligned,1,1,0
2026-03-10T17:30:00+00:00,2026-03-10T19:30:00+00:00,short,34.0,aligned,1,1,0
2026-03-10T17:45:00+00:00,2026-03-10T19:45:00+00:00,short,40.4,aligned,1,1,0
2026-03-10T23:30:00+00:00,2026-03-11T01:30:00+00:00,long,34.0,flat,0,0,0
2026-03-10T23:45:00+00:00,2026-03-11T01:45:00+00:00,long,31.2,flat,0,0,0
2026-03-11T00:45:00+00:00,2026-03-11T02:45:00+00:00,long,44.8,flat,0,0,0
2026-03-11T01:00:00+00:00,2026-03-11T03:00:00+00:00,long,37.0,flat,0,0,0
2026-03-11T01:15:00+00:00,2026-03-11T03:15:00+00:00,long,33.7,flat,0,0,0
2026-03-11T02:00:00+00:00,2026-03-11T04:00:00+00:00,long,35.5,flat,0,0,0
2026-03-11T02:15:00+00:00,2026-03-11T04:15:00+00:00,long,35.1,flat,0,0,0
