===== B_w1_block_6_7_11 (2026-01-01 -> 2026-02-18) =====
cache status: symbol=AUD_USD timeframe=M15 cached=3177 missing_windows=8
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-18 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-23 -> 2026-01-23 (n=0)
fetching candles chunk: 2026-01-23 -> 2026-01-25 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-30 -> 2026-02-01 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-03 -> 2026-02-03 (n=0)
